,DateKey,event_Incident_Prediction_Rolling,MaxDate,DateDiff
610,2018-03-11,6.225,5/28/2018,78
614,2018-03-12,5.725,5/28/2018,77
618,2018-03-13,6.325,5/28/2018,76
622,2018-03-14,6.05,5/28/2018,75
626,2018-03-15,6.5,5/28/2018,74
630,2018-03-16,7.65,5/28/2018,73
634,2018-03-17,7.375,5/28/2018,72
638,2018-03-18,6.125,5/28/2018,71
642,2018-03-19,8.7,5/28/2018,70
646,2018-03-20,9.575,5/28/2018,69
650,2018-03-21,7.575,5/28/2018,68
654,2018-03-22,8.975,5/28/2018,67
658,2018-03-23,9,5/28/2018,66
662,2018-03-24,11.225,5/28/2018,65
666,2018-03-25,11.5,5/28/2018,64
670,2018-03-26,12.7,5/28/2018,63
674,2018-03-27,12.725,5/28/2018,62
678,2018-03-28,13.65,5/28/2018,61
682,2018-03-29,13.1,5/28/2018,60
686,2018-03-30,13.65,5/28/2018,59
690,2018-03-31,13.125,5/28/2018,58
694,2018-04-01,13.025,5/28/2018,57
698,2018-04-02,13.025,5/28/2018,56
702,2018-04-03,11,5/28/2018,55
706,2018-04-04,10.05,5/28/2018,54
710,2018-04-05,9.675,5/28/2018,53
714,2018-04-06,9.675,5/28/2018,52
718,2018-04-07,10.125,5/28/2018,51
722,2018-04-08,8.95,5/28/2018,50
726,2018-04-09,8.3,5/28/2018,49
730,2018-04-10,8,5/28/2018,48
734,2018-04-11,7.775,5/28/2018,47
738,2018-04-12,7.225,5/28/2018,46
742,2018-04-13,7.1,5/28/2018,45
746,2018-04-14,7.3,5/28/2018,44
750,2018-04-15,7.925,5/28/2018,43
754,2018-04-16,8.525,5/28/2018,42
758,2018-04-17,8.725,5/28/2018,41
762,2018-04-18,8.9,5/28/2018,40
766,2018-04-19,8.85,5/28/2018,39
770,2018-04-20,8.125,5/28/2018,38
774,2018-04-21,8.05,5/28/2018,37
778,2018-04-22,8,5/28/2018,36
782,2018-04-23,7.875,5/28/2018,35
786,2018-04-24,7.175,5/28/2018,34
790,2018-04-25,7.275,5/28/2018,33
794,2018-04-26,7.875,5/28/2018,32
798,2018-04-27,8.075,5/28/2018,31
802,2018-04-28,7.9,5/28/2018,30
806,2018-04-29,7.325,5/28/2018,29
810,2018-04-30,6.95,5/28/2018,28
814,2018-05-01,7.75,5/28/2018,27
818,2018-05-02,8.25,5/28/2018,26
822,2018-05-03,8.675,5/28/2018,25
826,2018-05-04,8.4,5/28/2018,24
830,2018-05-05,9.625,5/28/2018,23
834,2018-05-06,9.275,5/28/2018,22
838,2018-05-07,9.025,5/28/2018,21
842,2018-05-08,9.525,5/28/2018,20
846,2018-05-09,9.775,5/28/2018,19
850,2018-05-10,9.925,5/28/2018,18
854,2018-05-11,10.15,5/28/2018,17
858,2018-05-12,10.8,5/28/2018,16
861,2018-05-13,11.225,5/28/2018,15
865,2018-05-14,9.925,5/28/2018,14
869,2018-05-15,9.625,5/28/2018,13
873,2018-05-16,9.575,5/28/2018,12
877,2018-05-17,9.35,5/28/2018,11
881,2018-05-18,9.7,5/28/2018,10
885,2018-05-19,9.325,5/28/2018,9
889,2018-05-20,9.05,5/28/2018,8
893,2018-05-21,9.15,5/28/2018,7
897,2018-05-22,9.375,5/28/2018,6
901,2018-05-23,8.275,5/28/2018,5
905,2018-05-24,6.925,5/28/2018,4
909,2018-05-25,6.15,5/28/2018,3
913,2018-05-26,6.175,5/28/2018,2
917,2018-05-27,6.475,5/28/2018,1
921,2018-05-28,6.65,5/28/2018,0
338,2018-01-01,0.975,5/29/2018,148
342,2018-01-02,0.475,5/29/2018,147
346,2018-01-03,0.075,5/29/2018,146
350,2018-01-04,0.1,5/29/2018,145
354,2018-01-05,0,5/29/2018,144
358,2018-01-06,0,5/29/2018,143
361,2018-01-07,0,5/29/2018,142
364,2018-01-08,0.2,5/29/2018,141
368,2018-01-09,0.425,5/29/2018,140
372,2018-01-10,0.9,5/29/2018,139
376,2018-01-11,1.725,5/29/2018,138
380,2018-01-12,3.325,5/29/2018,137
384,2018-01-13,3.625,5/29/2018,136
387,2018-01-14,4.025,5/29/2018,135
391,2018-01-15,4.55,5/29/2018,134
395,2018-01-16,4.925,5/29/2018,133
399,2018-01-17,5.975,5/29/2018,132
403,2018-01-18,5.975,5/29/2018,131
407,2018-01-19,5.9,5/29/2018,130
411,2018-01-20,5.9,5/29/2018,129
415,2018-01-21,5.725,5/29/2018,128
419,2018-01-22,5.65,5/29/2018,127
423,2018-01-23,5.175,5/29/2018,126
427,2018-01-24,4.2,5/29/2018,125
431,2018-01-25,4.275,5/29/2018,124
435,2018-01-26,4.225,5/29/2018,123
439,2018-01-27,1.225,5/29/2018,122
443,2018-01-28,1.525,5/29/2018,121
447,2018-01-29,2.95,5/29/2018,120
451,2018-01-30,2.7,5/29/2018,119
455,2018-01-31,3.1,5/29/2018,118
459,2018-02-01,2.875,5/29/2018,117
463,2018-02-02,3.475,5/29/2018,116
467,2018-02-03,3.775,5/29/2018,115
471,2018-02-04,4.05,5/29/2018,114
475,2018-02-05,4.025,5/29/2018,113
479,2018-02-06,3.525,5/29/2018,112
483,2018-02-07,4.225,5/29/2018,111
487,2018-02-08,5.05,5/29/2018,110
491,2018-02-09,4.725,5/29/2018,109
495,2018-02-10,4.875,5/29/2018,108
499,2018-02-11,4.7,5/29/2018,107
503,2018-02-12,5.425,5/29/2018,106
507,2018-02-13,5.95,5/29/2018,105
511,2018-02-14,3.1,5/29/2018,104
515,2018-02-15,2.475,5/29/2018,103
519,2018-02-16,2.1,5/29/2018,102
523,2018-02-17,1.625,5/29/2018,101
527,2018-02-18,1.5,5/29/2018,100
531,2018-02-19,1.35,5/29/2018,99
535,2018-02-20,1.4,5/29/2018,98
539,2018-02-21,1.65,5/29/2018,97
543,2018-02-22,0.7,5/29/2018,96
547,2018-02-23,1.1,5/29/2018,95
551,2018-02-24,0.525,5/29/2018,94
554,2018-02-25,1.25,5/29/2018,93
558,2018-02-26,0.95,5/29/2018,92
562,2018-02-27,0.9,5/29/2018,91
566,2018-02-28,1.7,5/29/2018,90
570,2018-03-01,2,5/29/2018,89
574,2018-03-02,2.525,5/29/2018,88
578,2018-03-03,3.325,5/29/2018,87
582,2018-03-04,3.75,5/29/2018,86
586,2018-03-05,3.575,5/29/2018,85
590,2018-03-06,3,5/29/2018,84
594,2018-03-07,5.1,5/29/2018,83
598,2018-03-08,6.7,5/29/2018,82
602,2018-03-09,6.775,5/29/2018,81
606,2018-03-10,6.875,5/29/2018,80
610,2018-03-11,6.575,5/29/2018,79
614,2018-03-12,6.125,5/29/2018,78
618,2018-03-13,6.45,5/29/2018,77
622,2018-03-14,5.95,5/29/2018,76
626,2018-03-15,6.525,5/29/2018,75
630,2018-03-16,6.925,5/29/2018,74
634,2018-03-17,6.925,5/29/2018,73
638,2018-03-18,6.475,5/29/2018,72
642,2018-03-19,7.675,5/29/2018,71
646,2018-03-20,8.3,5/29/2018,70
650,2018-03-21,6.475,5/29/2018,69
654,2018-03-22,10.325,5/29/2018,68
658,2018-03-23,9.8,5/29/2018,67
662,2018-03-24,11.1,5/29/2018,66
666,2018-03-25,11.575,5/29/2018,65
670,2018-03-26,12.2,5/29/2018,64
674,2018-03-27,12.125,5/29/2018,63
678,2018-03-28,13.45,5/29/2018,62
682,2018-03-29,11.825,5/29/2018,61
686,2018-03-30,13.55,5/29/2018,60
690,2018-03-31,13.225,5/29/2018,59
694,2018-04-01,13.05,5/29/2018,58
698,2018-04-02,13.025,5/29/2018,57
702,2018-04-03,10.5,5/29/2018,56
706,2018-04-04,10.125,5/29/2018,55
710,2018-04-05,10.675,5/29/2018,54
714,2018-04-06,10.575,5/29/2018,53
718,2018-04-07,9.65,5/29/2018,52
722,2018-04-08,8.95,5/29/2018,51
726,2018-04-09,8.425,5/29/2018,50
730,2018-04-10,8.175,5/29/2018,49
734,2018-04-11,7.8,5/29/2018,48
738,2018-04-12,7.375,5/29/2018,47
742,2018-04-13,7.075,5/29/2018,46
746,2018-04-14,7.5,5/29/2018,45
750,2018-04-15,7.725,5/29/2018,44
754,2018-04-16,8.425,5/29/2018,43
758,2018-04-17,8.675,5/29/2018,42
762,2018-04-18,8.6,5/29/2018,41
766,2018-04-19,8.875,5/29/2018,40
770,2018-04-20,8.275,5/29/2018,39
774,2018-04-21,8.025,5/29/2018,38
778,2018-04-22,7.875,5/29/2018,37
782,2018-04-23,7.8,5/29/2018,36
786,2018-04-24,7.125,5/29/2018,35
790,2018-04-25,7.4,5/29/2018,34
794,2018-04-26,7.75,5/29/2018,33
798,2018-04-27,8.05,5/29/2018,32
802,2018-04-28,7.975,5/29/2018,31
806,2018-04-29,7.5,5/29/2018,30
810,2018-04-30,6.85,5/29/2018,29
814,2018-05-01,7.575,5/29/2018,28
818,2018-05-02,8.1,5/29/2018,27
822,2018-05-03,8.325,5/29/2018,26
826,2018-05-04,8.575,5/29/2018,25
830,2018-05-05,9.5,5/29/2018,24
834,2018-05-06,9.4,5/29/2018,23
838,2018-05-07,8.825,5/29/2018,22
842,2018-05-08,9.1,5/29/2018,21
846,2018-05-09,9.55,5/29/2018,20
850,2018-05-10,9.875,5/29/2018,19
854,2018-05-11,10.275,5/29/2018,18
858,2018-05-12,10.575,5/29/2018,17
861,2018-05-13,11.725,5/29/2018,16
865,2018-05-14,11.75,5/29/2018,15
869,2018-05-15,9.525,5/29/2018,14
873,2018-05-16,10.1,5/29/2018,13
877,2018-05-17,9.075,5/29/2018,12
881,2018-05-18,9.025,5/29/2018,11
885,2018-05-19,9.225,5/29/2018,10
889,2018-05-20,8.725,5/29/2018,9
893,2018-05-21,9.125,5/29/2018,8
897,2018-05-22,9.6,5/29/2018,7
901,2018-05-23,8.075,5/29/2018,6
905,2018-05-24,6.8,5/29/2018,5
909,2018-05-25,6.15,5/29/2018,4
913,2018-05-26,6.175,5/29/2018,3
917,2018-05-27,6.35,5/29/2018,2
921,2018-05-28,6.325,5/29/2018,1
925,2018-05-29,6.5,5/29/2018,0
338,2018-01-01,0.925,5/30/2018,149
342,2018-01-02,0.45,5/30/2018,148
346,2018-01-03,0.125,5/30/2018,147
350,2018-01-04,0.15,5/30/2018,146
354,2018-01-05,0,5/30/2018,145
358,2018-01-06,0.2,5/30/2018,144
361,2018-01-07,0.2,5/30/2018,143
364,2018-01-08,0.45,5/30/2018,142
368,2018-01-09,0.75,5/30/2018,141
372,2018-01-10,1.075,5/30/2018,140
376,2018-01-11,1.65,5/30/2018,139
380,2018-01-12,3.15,5/30/2018,138
384,2018-01-13,3.425,5/30/2018,137
387,2018-01-14,3.925,5/30/2018,136
391,2018-01-15,4.35,5/30/2018,135
395,2018-01-16,4.875,5/30/2018,134
399,2018-01-17,6.1,5/30/2018,133
403,2018-01-18,6,5/30/2018,132
407,2018-01-19,6,5/30/2018,131
411,2018-01-20,6.125,5/30/2018,130
415,2018-01-21,5.825,5/30/2018,129
419,2018-01-22,5.675,5/30/2018,128
423,2018-01-23,5.15,5/30/2018,127
427,2018-01-24,4.25,5/30/2018,126
431,2018-01-25,4.125,5/30/2018,125
435,2018-01-26,4,5/30/2018,124
439,2018-01-27,1.275,5/30/2018,123
443,2018-01-28,1.425,5/30/2018,122
447,2018-01-29,3.125,5/30/2018,121
451,2018-01-30,2.825,5/30/2018,120
455,2018-01-31,2.825,5/30/2018,119
459,2018-02-01,2.725,5/30/2018,118
463,2018-02-02,3.125,5/30/2018,117
467,2018-02-03,3.225,5/30/2018,116
471,2018-02-04,3.975,5/30/2018,115
475,2018-02-05,3.7,5/30/2018,114
479,2018-02-06,3.8,5/30/2018,113
483,2018-02-07,3.95,5/30/2018,112
487,2018-02-08,5.175,5/30/2018,111
491,2018-02-09,4.725,5/30/2018,110
495,2018-02-10,4.85,5/30/2018,109
499,2018-02-11,4.8,5/30/2018,108
503,2018-02-12,4.9,5/30/2018,107
507,2018-02-13,5.425,5/30/2018,106
511,2018-02-14,2.575,5/30/2018,105
515,2018-02-15,2.225,5/30/2018,104
519,2018-02-16,1.925,5/30/2018,103
523,2018-02-17,1.775,5/30/2018,102
527,2018-02-18,1.55,5/30/2018,101
531,2018-02-19,1,5/30/2018,100
535,2018-02-20,1.075,5/30/2018,99
539,2018-02-21,1.025,5/30/2018,98
543,2018-02-22,0.375,5/30/2018,97
547,2018-02-23,0.225,5/30/2018,96
551,2018-02-24,0.175,5/30/2018,95
554,2018-02-25,0.65,5/30/2018,94
558,2018-02-26,1.1,5/30/2018,93
562,2018-02-27,1,5/30/2018,92
566,2018-02-28,1.65,5/30/2018,91
570,2018-03-01,2,5/30/2018,90
574,2018-03-02,2.85,5/30/2018,89
578,2018-03-03,3.675,5/30/2018,88
582,2018-03-04,3.875,5/30/2018,87
586,2018-03-05,3.5,5/30/2018,86
590,2018-03-06,3.1,5/30/2018,85
594,2018-03-07,5.2,5/30/2018,84
598,2018-03-08,7.05,5/30/2018,83
602,2018-03-09,6.65,5/30/2018,82
606,2018-03-10,6.925,5/30/2018,81
610,2018-03-11,6.175,5/30/2018,80
614,2018-03-12,6.15,5/30/2018,79
618,2018-03-13,6.7,5/30/2018,78
622,2018-03-14,6.1,5/30/2018,77
626,2018-03-15,6.9,5/30/2018,76
630,2018-03-16,7.65,5/30/2018,75
634,2018-03-17,7.65,5/30/2018,74
638,2018-03-18,7.725,5/30/2018,73
642,2018-03-19,7.775,5/30/2018,72
646,2018-03-20,9.2,5/30/2018,71
650,2018-03-21,7.35,5/30/2018,70
654,2018-03-22,9.125,5/30/2018,69
658,2018-03-23,9.425,5/30/2018,68
662,2018-03-24,10.525,5/30/2018,67
666,2018-03-25,11.7,5/30/2018,66
670,2018-03-26,12.825,5/30/2018,65
674,2018-03-27,12.725,5/30/2018,64
678,2018-03-28,13.8,5/30/2018,63
682,2018-03-29,13.275,5/30/2018,62
686,2018-03-30,13.425,5/30/2018,61
690,2018-03-31,13.2,5/30/2018,60
694,2018-04-01,12.95,5/30/2018,59
698,2018-04-02,12.8,5/30/2018,58
702,2018-04-03,10.575,5/30/2018,57
706,2018-04-04,10.125,5/30/2018,56
710,2018-04-05,10.15,5/30/2018,55
714,2018-04-06,10.575,5/30/2018,54
718,2018-04-07,9.8,5/30/2018,53
722,2018-04-08,8.875,5/30/2018,52
726,2018-04-09,8.3,5/30/2018,51
730,2018-04-10,7.95,5/30/2018,50
734,2018-04-11,7.7,5/30/2018,49
738,2018-04-12,7.35,5/30/2018,48
742,2018-04-13,7.275,5/30/2018,47
746,2018-04-14,7.225,5/30/2018,46
750,2018-04-15,7.875,5/30/2018,45
754,2018-04-16,8.6,5/30/2018,44
758,2018-04-17,8.9,5/30/2018,43
762,2018-04-18,8.95,5/30/2018,42
766,2018-04-19,8.725,5/30/2018,41
770,2018-04-20,8.05,5/30/2018,40
774,2018-04-21,7.9,5/30/2018,39
778,2018-04-22,7.8,5/30/2018,38
782,2018-04-23,7.675,5/30/2018,37
786,2018-04-24,7.1,5/30/2018,36
790,2018-04-25,7.45,5/30/2018,35
794,2018-04-26,7.875,5/30/2018,34
798,2018-04-27,8.075,5/30/2018,33
802,2018-04-28,7.95,5/30/2018,32
806,2018-04-29,7.425,5/30/2018,31
810,2018-04-30,6.75,5/30/2018,30
814,2018-05-01,7.775,5/30/2018,29
818,2018-05-02,8.275,5/30/2018,28
822,2018-05-03,8.15,5/30/2018,27
826,2018-05-04,8.45,5/30/2018,26
830,2018-05-05,9.5,5/30/2018,25
834,2018-05-06,9.475,5/30/2018,24
838,2018-05-07,9.125,5/30/2018,23
842,2018-05-08,9.15,5/30/2018,22
846,2018-05-09,9.75,5/30/2018,21
850,2018-05-10,9.925,5/30/2018,20
854,2018-05-11,10.325,5/30/2018,19
858,2018-05-12,10.7,5/30/2018,18
861,2018-05-13,11.35,5/30/2018,17
865,2018-05-14,11.25,5/30/2018,16
869,2018-05-15,9.7,5/30/2018,15
873,2018-05-16,9.95,5/30/2018,14
877,2018-05-17,9.3,5/30/2018,13
881,2018-05-18,8.725,5/30/2018,12
885,2018-05-19,9.1,5/30/2018,11
889,2018-05-20,8.7,5/30/2018,10
893,2018-05-21,9.125,5/30/2018,9
897,2018-05-22,9.225,5/30/2018,8
901,2018-05-23,8.3,5/30/2018,7
905,2018-05-24,7.275,5/30/2018,6
909,2018-05-25,7.225,5/30/2018,5
913,2018-05-26,7.4,5/30/2018,4
917,2018-05-27,6.975,5/30/2018,3
921,2018-05-28,7.2,5/30/2018,2
925,2018-05-29,6.125,5/30/2018,1
929,2018-05-30,6.2,5/30/2018,0
338,2018-01-01,0.675,5/31/2018,150
342,2018-01-02,0.2,5/31/2018,149
346,2018-01-03,0.075,5/31/2018,148
350,2018-01-04,0.05,5/31/2018,147
354,2018-01-05,0,5/31/2018,146
358,2018-01-06,0,5/31/2018,145
361,2018-01-07,0,5/31/2018,144
364,2018-01-08,0.275,5/31/2018,143
368,2018-01-09,0.4,5/31/2018,142
372,2018-01-10,0.975,5/31/2018,141
376,2018-01-11,1.7,5/31/2018,140
380,2018-01-12,3.175,5/31/2018,139
384,2018-01-13,3.775,5/31/2018,138
387,2018-01-14,4.175,5/31/2018,137
391,2018-01-15,4.4,5/31/2018,136
395,2018-01-16,5,5/31/2018,135
399,2018-01-17,5.85,5/31/2018,134
403,2018-01-18,5.95,5/31/2018,133
407,2018-01-19,5.875,5/31/2018,132
411,2018-01-20,5.875,5/31/2018,131
415,2018-01-21,5.525,5/31/2018,130
419,2018-01-22,5.45,5/31/2018,129
423,2018-01-23,4.95,5/31/2018,128
427,2018-01-24,4.25,5/31/2018,127
431,2018-01-25,3.9,5/31/2018,126
435,2018-01-26,3.825,5/31/2018,125
439,2018-01-27,1.175,5/31/2018,124
443,2018-01-28,1.525,5/31/2018,123
447,2018-01-29,3.05,5/31/2018,122
451,2018-01-30,2.875,5/31/2018,121
455,2018-01-31,2.7,5/31/2018,120
459,2018-02-01,2.25,5/31/2018,119
463,2018-02-02,3.025,5/31/2018,118
467,2018-02-03,3.35,5/31/2018,117
471,2018-02-04,3.875,5/31/2018,116
475,2018-02-05,3.775,5/31/2018,115
479,2018-02-06,3.675,5/31/2018,114
483,2018-02-07,3.925,5/31/2018,113
487,2018-02-08,4.775,5/31/2018,112
491,2018-02-09,4.45,5/31/2018,111
495,2018-02-10,4.875,5/31/2018,110
499,2018-02-11,4.775,5/31/2018,109
503,2018-02-12,4.35,5/31/2018,108
507,2018-02-13,5.775,5/31/2018,107
511,2018-02-14,2.725,5/31/2018,106
515,2018-02-15,2.4,5/31/2018,105
519,2018-02-16,2.3,5/31/2018,104
523,2018-02-17,1.925,5/31/2018,103
527,2018-02-18,1.575,5/31/2018,102
531,2018-02-19,1.375,5/31/2018,101
535,2018-02-20,1.5,5/31/2018,100
539,2018-02-21,1.05,5/31/2018,99
543,2018-02-22,0.525,5/31/2018,98
547,2018-02-23,0.425,5/31/2018,97
551,2018-02-24,0.25,5/31/2018,96
554,2018-02-25,0.65,5/31/2018,95
558,2018-02-26,1.1,5/31/2018,94
562,2018-02-27,1.025,5/31/2018,93
566,2018-02-28,1.675,5/31/2018,92
570,2018-03-01,2.125,5/31/2018,91
574,2018-03-02,2.975,5/31/2018,90
578,2018-03-03,3.15,5/31/2018,89
582,2018-03-04,3.525,5/31/2018,88
586,2018-03-05,3.225,5/31/2018,87
590,2018-03-06,3.375,5/31/2018,86
594,2018-03-07,5.15,5/31/2018,85
598,2018-03-08,6.925,5/31/2018,84
602,2018-03-09,6.75,5/31/2018,83
606,2018-03-10,6.675,5/31/2018,82
610,2018-03-11,6.075,5/31/2018,81
614,2018-03-12,6.1,5/31/2018,80
618,2018-03-13,6.425,5/31/2018,79
622,2018-03-14,5.975,5/31/2018,78
626,2018-03-15,6.825,5/31/2018,77
630,2018-03-16,7.625,5/31/2018,76
634,2018-03-17,7.85,5/31/2018,75
638,2018-03-18,5.675,5/31/2018,74
642,2018-03-19,6.975,5/31/2018,73
646,2018-03-20,5.675,5/31/2018,72
650,2018-03-21,6.875,5/31/2018,71
654,2018-03-22,8.875,5/31/2018,70
658,2018-03-23,9.1,5/31/2018,69
662,2018-03-24,10.9,5/31/2018,68
666,2018-03-25,12.2,5/31/2018,67
670,2018-03-26,12.875,5/31/2018,66
674,2018-03-27,12.9,5/31/2018,65
678,2018-03-28,13.7,5/31/2018,64
682,2018-03-29,13.625,5/31/2018,63
686,2018-03-30,13.9,5/31/2018,62
690,2018-03-31,13.1,5/31/2018,61
694,2018-04-01,13,5/31/2018,60
698,2018-04-02,12.925,5/31/2018,59
702,2018-04-03,10.8,5/31/2018,58
706,2018-04-04,9.85,5/31/2018,57
710,2018-04-05,10.7,5/31/2018,56
714,2018-04-06,10.675,5/31/2018,55
718,2018-04-07,10.425,5/31/2018,54
722,2018-04-08,8.7,5/31/2018,53
726,2018-04-09,8.15,5/31/2018,52
730,2018-04-10,7.975,5/31/2018,51
734,2018-04-11,7.5,5/31/2018,50
738,2018-04-12,7.375,5/31/2018,49
742,2018-04-13,7.275,5/31/2018,48
746,2018-04-14,7.55,5/31/2018,47
750,2018-04-15,7.775,5/31/2018,46
754,2018-04-16,8.4,5/31/2018,45
758,2018-04-17,8.025,5/31/2018,44
762,2018-04-18,8.575,5/31/2018,43
766,2018-04-19,8.7,5/31/2018,42
770,2018-04-20,8.1,5/31/2018,41
774,2018-04-21,7.9,5/31/2018,40
778,2018-04-22,7.675,5/31/2018,39
782,2018-04-23,7.7,5/31/2018,38
786,2018-04-24,7.475,5/31/2018,37
790,2018-04-25,7.325,5/31/2018,36
794,2018-04-26,7.95,5/31/2018,35
798,2018-04-27,8.175,5/31/2018,34
802,2018-04-28,7.95,5/31/2018,33
806,2018-04-29,7.5,5/31/2018,32
810,2018-04-30,6.75,5/31/2018,31
814,2018-05-01,7.575,5/31/2018,30
818,2018-05-02,8.05,5/31/2018,29
822,2018-05-03,8.375,5/31/2018,28
826,2018-05-04,8.575,5/31/2018,27
830,2018-05-05,9.4,5/31/2018,26
834,2018-05-06,9.275,5/31/2018,25
838,2018-05-07,9.2,5/31/2018,24
842,2018-05-08,9.4,5/31/2018,23
846,2018-05-09,9.85,5/31/2018,22
850,2018-05-10,9.95,5/31/2018,21
854,2018-05-11,10,5/31/2018,20
858,2018-05-12,10.45,5/31/2018,19
861,2018-05-13,11.625,5/31/2018,18
865,2018-05-14,11.075,5/31/2018,17
869,2018-05-15,9.9,5/31/2018,16
873,2018-05-16,9.2,5/31/2018,15
877,2018-05-17,9.525,5/31/2018,14
881,2018-05-18,9.6,5/31/2018,13
885,2018-05-19,9.525,5/31/2018,12
889,2018-05-20,9.025,5/31/2018,11
893,2018-05-21,9.05,5/31/2018,10
897,2018-05-22,9.325,5/31/2018,9
901,2018-05-23,8.025,5/31/2018,8
905,2018-05-24,7.025,5/31/2018,7
909,2018-05-25,6.6,5/31/2018,6
913,2018-05-26,6.675,5/31/2018,5
917,2018-05-27,6.6,5/31/2018,4
921,2018-05-28,6.45,5/31/2018,3
925,2018-05-29,6.55,5/31/2018,2
929,2018-05-30,6.95,5/31/2018,1
933,2018-05-31,6.725,5/31/2018,0
338,2018-01-01,0.725,6/1/2018,151
342,2018-01-02,0.275,6/1/2018,150
346,2018-01-03,0.375,6/1/2018,149
350,2018-01-04,0.275,6/1/2018,148
354,2018-01-05,0.025,6/1/2018,147
358,2018-01-06,0.075,6/1/2018,146
361,2018-01-07,0.125,6/1/2018,145
364,2018-01-08,0.5,6/1/2018,144
368,2018-01-09,0.575,6/1/2018,143
372,2018-01-10,1.05,6/1/2018,142
376,2018-01-11,1.75,6/1/2018,141
380,2018-01-12,3.2,6/1/2018,140
384,2018-01-13,3.775,6/1/2018,139
387,2018-01-14,4.225,6/1/2018,138
391,2018-01-15,4.425,6/1/2018,137
395,2018-01-16,4.875,6/1/2018,136
399,2018-01-17,5.95,6/1/2018,135
403,2018-01-18,5.925,6/1/2018,134
407,2018-01-19,5.9,6/1/2018,133
411,2018-01-20,5.95,6/1/2018,132
415,2018-01-21,5.925,6/1/2018,131
419,2018-01-22,5.6,6/1/2018,130
423,2018-01-23,4.8,6/1/2018,129
427,2018-01-24,4.25,6/1/2018,128
431,2018-01-25,3.8,6/1/2018,127
435,2018-01-26,3.825,6/1/2018,126
439,2018-01-27,1.275,6/1/2018,125
443,2018-01-28,1.6,6/1/2018,124
447,2018-01-29,3.025,6/1/2018,123
451,2018-01-30,2.8,6/1/2018,122
455,2018-01-31,2.725,6/1/2018,121
459,2018-02-01,2.525,6/1/2018,120
463,2018-02-02,3.225,6/1/2018,119
467,2018-02-03,3.4,6/1/2018,118
471,2018-02-04,4,6/1/2018,117
475,2018-02-05,3.575,6/1/2018,116
479,2018-02-06,3.675,6/1/2018,115
483,2018-02-07,4,6/1/2018,114
487,2018-02-08,4.95,6/1/2018,113
491,2018-02-09,4.95,6/1/2018,112
495,2018-02-10,5.05,6/1/2018,111
499,2018-02-11,4.975,6/1/2018,110
503,2018-02-12,4.575,6/1/2018,109
507,2018-02-13,5.975,6/1/2018,108
511,2018-02-14,3.675,6/1/2018,107
515,2018-02-15,3.725,6/1/2018,106
519,2018-02-16,2.125,6/1/2018,105
523,2018-02-17,1.825,6/1/2018,104
527,2018-02-18,1.675,6/1/2018,103
531,2018-02-19,1.075,6/1/2018,102
535,2018-02-20,1.2,6/1/2018,101
539,2018-02-21,1.65,6/1/2018,100
543,2018-02-22,0.725,6/1/2018,99
547,2018-02-23,0.85,6/1/2018,98
551,2018-02-24,0.35,6/1/2018,97
554,2018-02-25,1.175,6/1/2018,96
558,2018-02-26,0.975,6/1/2018,95
562,2018-02-27,1.025,6/1/2018,94
566,2018-02-28,1.575,6/1/2018,93
570,2018-03-01,2.025,6/1/2018,92
574,2018-03-02,2.35,6/1/2018,91
578,2018-03-03,3.35,6/1/2018,90
582,2018-03-04,3.925,6/1/2018,89
586,2018-03-05,3.4,6/1/2018,88
590,2018-03-06,3.4,6/1/2018,87
594,2018-03-07,5.25,6/1/2018,86
598,2018-03-08,7.075,6/1/2018,85
602,2018-03-09,6.675,6/1/2018,84
606,2018-03-10,6.825,6/1/2018,83
610,2018-03-11,6.25,6/1/2018,82
614,2018-03-12,5.95,6/1/2018,81
618,2018-03-13,6.575,6/1/2018,80
622,2018-03-14,5.975,6/1/2018,79
626,2018-03-15,6.8,6/1/2018,78
630,2018-03-16,7.575,6/1/2018,77
634,2018-03-17,7.875,6/1/2018,76
638,2018-03-18,6.775,6/1/2018,75
642,2018-03-19,7.025,6/1/2018,74
646,2018-03-20,6.05,6/1/2018,73
650,2018-03-21,7.325,6/1/2018,72
654,2018-03-22,8.6,6/1/2018,71
658,2018-03-23,9,6/1/2018,70
662,2018-03-24,10.75,6/1/2018,69
666,2018-03-25,11.4,6/1/2018,68
670,2018-03-26,12.975,6/1/2018,67
674,2018-03-27,12.875,6/1/2018,66
678,2018-03-28,13.875,6/1/2018,65
682,2018-03-29,12.95,6/1/2018,64
686,2018-03-30,13.875,6/1/2018,63
690,2018-03-31,13.025,6/1/2018,62
694,2018-04-01,12.925,6/1/2018,61
698,2018-04-02,13,6/1/2018,60
702,2018-04-03,10.275,6/1/2018,59
706,2018-04-04,9.6,6/1/2018,58
710,2018-04-05,9.325,6/1/2018,57
714,2018-04-06,9.275,6/1/2018,56
718,2018-04-07,9.225,6/1/2018,55
722,2018-04-08,8.925,6/1/2018,54
726,2018-04-09,8.325,6/1/2018,53
730,2018-04-10,7.85,6/1/2018,52
734,2018-04-11,7.775,6/1/2018,51
738,2018-04-12,7.25,6/1/2018,50
742,2018-04-13,7.05,6/1/2018,49
746,2018-04-14,7.2,6/1/2018,48
750,2018-04-15,7.575,6/1/2018,47
754,2018-04-16,7.7,6/1/2018,46
758,2018-04-17,8.425,6/1/2018,45
762,2018-04-18,8.9,6/1/2018,44
